id,sentence,eng_result,kor_result
6214,피고인이 피해자에게 지불해야 하는 계불입금 중 일부를 지급하였고,The Defendant paid part of the payment to the Victim,피고는 피해자에게 지불금의 일부를 지불했다.
6229,아직까지 피해회복이 이루어진 바는 없음,No recovery has been made so far,지금까지 복구가 이루어지지 않았습니다.
6233,000만 원을 변제하였을 뿐 아직도 1억 원의 피해가 회복되지 않고 있다.,"It has only reimbursed KRW 10 million, but the damage of KRW 100 million has not yet been recovered.",1000만원만 변제했을 뿐 1억원의 피해는 아직 복구되지 않았다.
6248,피해가 회복되지 않았고,The damage hasn't been recovered,손상이 복구되지 않았습니다.
6259,- 감경요소: 처벌불원 또는 상당부분 피해 회복된 경우,- Reduction factors: Unpunishment or recovery of substantial damage,- 감소 계수: 상당한 손해의 처벌 또는 복구
6265,200만원에 달하고 피해가 대부분 회복되지 않았다.,It reached 2 million won and most of the damage was not recovered.,200만원에 달했고 피해액은 대부분 복구되지 않았다.
6265,재판 진행 중 별다른 피해 회복 노력 없이 잠적하였다.,"During the trial, he disappeared without any effort to recover from damage.",재판 과정에서 피해 회복을 위한 노력 없이 잠적했다.
6265,그가 처벌불원 의사를 표시하게 된 경위나 실제로 피해 회복이 전혀 이루어지지 않은 점 등을 종합적으로 고려하여 이를 유리한 양형사유로 반영하지 아니한다).,"It is not reflected as an advantageous reason for sentencing, considering comprehensively the circumstances in which he expressed his intention to be unpunished or the fact that the damage has not actually been recovered at all.)",처벌받지 않겠다는 의사를 밝힌 정황이나 실질적으로 피해가 전혀 회복되지 않은 점 등을 종합적으로 고려할 때 유리한 양형 이유로 반영되지 않는다.)
6293,지급기일 2006. 3. 25.로 된 약속어음 1장을 교부받아 이를 편취한 것을 비롯하여,"Including receiving one promissory note dated March 25, 2006, and defrauding it,","2006. 3. 25. 약속어음 1장을 수령하여 이를 사취한 것을 포함하여,"
6293,그러나 형사재판에서 공소가 제기된 범죄사실에 대한 입증책임은 검사에게 있고,"However, the prosecutor is responsible for proving the criminal facts charged in the criminal trial",그러나 형사재판에서 기소된 범죄사실을 입증할 책임은 검사에게 있다.
6293,단지 T이 U감정평가법인에 의뢰한 경남 창녕군 V 임야 등에 대한 감정비용을 지급하는데 돈이 필요하였을 뿐이어서,"It was just that T needed money to pay the appraisal cost for the forest in V, Changnyeong-gun, Gyeongsangnam-do, which was commissioned by the U Appraisal Corporation",다만 T씨는 U감정공사의 위탁을 받아 경남 창녕군 V산림에 대한 감정비용을 지불하기 위해 돈이 필요했다.
6306,피해회복의 기회를 주기 위하여 법정구속은 하지 아니한다.,No court custody is required to give an opportunity to recover from damage.,피해로부터 회복할 기회를 주기 위해 법원의 양육권은 필요하지 않다.
6308,범행 후 피해회복을 위한 노력을 하지 않은 채 수년간 도피하였고,"After the crime, he fled for years without trying to recover from the damage","범행 후, 그는 몇 년 동안 피해 복구를 시도하지 않고 도망쳤다."
6326,피해액이 적지 않고 현재까지 피해회복도 되지 않은 점,The amount of damage is not small and the damage has not been recovered so far,피해금액이 적지 않고 현재까지 피해복구가 되지 않고 있다.
6335,피고인에 대하여 먼저 확정된 판결 내용 등 여러 양형조건을 고려해 주문과 같이 형을 정한다.,"The sentence is determined as per Disposition in consideration of various sentencing conditions, such as the content of the judgment that was first confirmed against the Defendant.",피고인에게 처음 확정된 판결내용 등 여러 양형조건을 고려하여 처분에 따라 형이 결정된다.
6337,피고인은 피해자들에게 상당히 고율의 이자를 지급하였고 원금 또한 상당 부분 변제된 것으로 보인다.,"The Defendant paid a fairly high rate of interest to the victims, and the principal seems to have been reimbursed in large part.","피고는 피해자들에게 상당히 높은 이자율을 지급했고, 원금도 상당 부분 변제된 것으로 보인다."
6349,000만 원 상당을 미지급하자,Let's not pay the equivalent of ten million won,천만 원에 해당하는 금액은 지불하지 맙시다.
6349,바. 피고인은 2019. 5. 14. 피해자 회사에 ‘피해자 회사에 납품하기로 한 10톤을 G에 먼저 납품하였고,"F. On May 14, 2019, the Defendant first delivered 10 tons to G, which was supposed to be delivered to the Victim Company",바. 피고는 2019. 5. 14. 피해기업에 납품하기로 한 10톤을 G사에 먼저 인도하였다.
6349,000원이 피해자 회사에 변제금 명목으로 지급되었다.,KRW 000 was paid to the victim company in the name of reimbursement.,피해 업체에 배상금 명목으로 000원이 지급됐다.
6349,○ 유리한 정상: 피해자 회사도 C에 대한 주석공급량이 줄어들면 미지급 주석대금 채무의 변제가 어려워질 것을 어느 정도 알고 있었을 것으로 보이는 점,"○ Advantageously normal: The victim company seems to have known to some extent that if the amount of tin supplied to C decreases, it will be difficult to repay the unpaid tin debt",○ 유리하게 정상: 피해 업체는 C씨에게 공급되는 주석 물량이 줄어들면 미지급된 주석 채무를 상환하기 어렵다는 점을 어느 정도 알고 있었던 것으로 보인다.
6349,피해자 회사의 주석으로 제작․공급하여 받은 대금이 피해자 회사에 대한 변제금으로 전액 지급되어 피고인이 편취행위로 얻게 된 이익이 남아 있지 않고,"The payment made and supplied as the chairman of the victim's company was paid in full as a reimbursement to the victim's company, so there is no profit left from the Defendant's defraudation",피해자회사의 회장으로서 지급되어 공급된 대금은 피해자회사에 대한 변제로서 전액 지급되었으므로 피고인의 사취로 인한 이익이 남지 아니한다.
6361,현재까지 피해가 대부분 회복되지도 못하였다.,"To date, most of the damage has not been recovered.",현재까지 대부분의 피해는 복구되지 않았다.
6361,피해 회복의 기회를 부여하기 위하여 법정구속은 하지 아니한다.,No court custody is required to give an opportunity to recover from damage.,피해로부터 회복할 기회를 주기 위해 법원의 양육권은 필요하지 않다.
6363,피해자 D에 대하여는 피해회복이 거의 이루어지지 않은 점 등은 불리한 정상이다.,The fact that little damage recovery has been made for Victim D is unfavorable.,피해자 D씨에 대한 피해 복구가 거의 이뤄지지 않았다는 점이 불리하다.
6368,이후 수사단계 및 이 법정에서 추가 금원을 변제하는 등 피해 회복을 위하여 노력한 점,"Subsequently, efforts have been made to recover damages, such as reimbursement of additional funds in the investigation stage and in this court",이후 수사단계와 이 법원에서 추가자금을 변제하는 등 피해복구를 위한 노력이 이어지고 있다.
6386,피해자에게 피해를 모두 변제하고 회복한 점,Repayment of all damages to the victim and recovery,피해자에 대한 모든 손해 배상 및 복구
6388,[특별양형인자] 감경요소: 피해자에게도 범행의 발생 또는 피해의 확대에 상당한 책임이 있는 경우,[Special sentencing factor] Reduction factor: Where the victim is also responsible for the occurrence of a crime or the expansion of damage;,[특수 양형 요인] 감경 요인: 범죄발생 또는 피해확대에 대한 책임도 피해자에게 있는 경우
6388,부동산 개발사업은 그 자체로 상당한 위험이 수반되는 것임에도 투자 원금의 2배를 돌려준다는 피고인의 말에 현혹되어 고수익을 얻으려는 허황된 욕심에 토지매입상 황도 제대로 확인하지 않고 거액의 돈을 투자한 피해자들에게도 그 피해 발생에 상당한 책임이 있는 점,"Even though the real estate development project itself involves considerable risks, victims who invest a large amount of money without properly checking the land purchase situation due to the Defendant's deluded desire to return twice the investment principal are also responsible for the damage",부동산 개발사업 자체가 상당한 위험을 수반함에도 투자원금의 2배를 돌려주고 싶다는 피고인의 착각으로 토지매입 상황을 제대로 확인하지 못하고 거액을 투자한 피해자들에게도 피해의 책임이 있다.
